NrSiblings,MathScore,ReadingScore,WritingScore,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_completed,TestPrep_none,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,TransportMeans_private,TransportMeans_school_bus
2,76,82,82,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,58,66,60,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
1,63,61,59,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
1,82,77,73,True,False,False,True,False,False,True,False,True,True,False,False,False,False,False
2,58,63,61,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
2,70,70,69,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True
3,51,65,57,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
2,39,65,57,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True
2,62,66,64,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
4,46,41,46,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2,66,64,64,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
1,77,80,86,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False
1,42,64,62,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
0,75,73,78,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True
0,61,81,85,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,79,71,64,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False
4,65,63,67,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,64,61,65,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
1,92,64,66,True,False,False,False,False,True,True,False,False,False,False,False,True,True,False
2,39,53,50,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
4,70,77,82,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
0,83,90,90,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False
2,77,78,73,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
0,47,42,47,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
3,78,76,61,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True
2,69,72,73,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
0,100,100,100,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
4,94,86,84,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
3,64,74,65,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1,71,79,81,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3,57,61,68,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
2,88,80,81,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
2,51,61,60,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
3,58,63,59,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
1,45,53,52,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,74,65,61,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
3,75,65,58,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
2,83,96,88,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,59,70,64,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
1,72,69,75,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
1,85,87,89,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,62,68,68,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
1,43,58,58,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
3,82,93,93,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
2,39,32,32,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
4,40,41,32,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True
3,75,64,62,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
1,99,92,98,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,79,83,76,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,65,56,54,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
1,47,62,58,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
1,59,63,52,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
2,47,54,45,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
2,58,74,67,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
2,76,90,80,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,98,82,80,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
5,63,67,76,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
4,62,59,60,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
2,76,65,66,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
4,15,28,21,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
2,58,74,76,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
1,89,75,80,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2,79,91,88,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,74,73,73,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
5,68,66,58,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,62,66,68,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,64,79,79,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,76,89,88,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
3,64,50,55,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
0,56,64,63,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1,47,57,50,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1,44,55,50,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0,70,80,80,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
2,50,45,46,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
2,49,46,34,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False
2,78,71,69,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
0,38,55,55,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True
2,81,74,76,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,75,64,61,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
0,74,81,79,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,72,79,78,True,False,True,False,False,False,True,True,False,True,False,False,False,True,False
2,100,92,93,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
2,60,59,64,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,46,54,56,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
2,81,81,77,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,96,92,95,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,68,75,73,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
2,68,65,63,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
0,54,46,47,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True
2,56,74,64,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
4,45,56,61,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,51,55,52,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1,74,77,70,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
2,61,86,78,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
5,53,59,60,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
3,66,83,82,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
2,62,66,60,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
3,64,75,73,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,58,58,57,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
5,54,52,56,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
1,57,66,72,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
1,80,93,90,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
4,86,79,73,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False
6,87,89,86,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True
2,42,47,52,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
0,72,75,79,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
0,31,44,49,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,53,70,65,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,42,49,48,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,64,62,60,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
5,49,77,68,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True
0,100,85,90,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,77,77,79,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,56,59,56,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2,62,78,77,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False
4,69,69,76,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,48,65,63,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
3,98,84,86,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,87,84,85,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
0,61,66,67,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,67,66,58,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,29,24,25,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,59,56,52,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
5,57,75,75,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False
4,61,64,62,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
1,66,75,72,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False
2,98,90,83,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True
2,39,55,57,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
0,61,57,53,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False
2,44,60,55,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
1,53,61,54,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,59,58,58,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True
0,58,57,60,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True
2,71,81,76,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
3,58,70,67,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,69,83,89,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
0,56,53,45,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
2,84,89,88,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False
2,58,58,54,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
5,74,75,72,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
1,76,79,66,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
3,82,76,75,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,87,93,97,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
2,39,56,61,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
2,95,84,79,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
3,68,55,54,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
1,51,70,68,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
2,65,80,84,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False
0,95,79,83,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True
1,54,68,64,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True
2,52,48,41,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,79,64,64,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
4,71,68,64,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
4,58,63,68,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
4,77,82,75,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
4,49,55,50,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
1,49,63,64,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3,84,69,79,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
3,62,77,76,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
3,87,81,73,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
0,83,72,67,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False
1,73,64,57,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
2,53,65,75,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
1,62,55,66,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
2,74,72,71,True,False,False,True,False,False,True,True,False,False,False,False,False,True,False
1,59,53,53,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False
3,72,70,72,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
1,62,66,62,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
2,70,89,88,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
0,45,42,36,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
4,69,68,71,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
4,85,87,92,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
2,62,78,77,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
4,68,78,73,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
3,63,58,55,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
3,88,89,96,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
2,34,49,52,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,70,85,86,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True
4,50,63,61,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
3,66,66,61,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2,50,52,49,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
1,56,66,67,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2,86,69,68,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
4,66,62,67,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,65,63,61,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
4,50,46,39,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,87,80,76,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
2,56,78,75,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3,33,52,48,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
3,79,90,91,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,69,71,70,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True
4,55,49,41,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
1,67,59,67,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
2,61,59,63,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
3,26,39,34,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
1,73,81,82,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,78,84,85,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
2,71,68,72,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,87,70,74,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False
1,59,70,77,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
2,48,60,67,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
4,77,63,59,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
2,90,83,80,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
6,69,65,62,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
4,96,99,100,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
2,74,73,64,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,70,68,67,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,70,64,69,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
1,71,71,74,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,66,93,94,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True
2,97,88,83,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True
2,43,48,43,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
2,87,99,89,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True
0,63,70,73,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,49,57,63,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,71,80,75,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False
5,48,54,52,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,70,79,78,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True
3,47,69,61,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,51,65,58,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
2,66,74,73,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
2,64,62,56,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
2,91,76,75,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
3,71,63,67,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
5,65,65,59,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
2,74,76,73,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
0,82,74,71,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False
1,27,36,38,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,61,60,55,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,66,75,76,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
4,89,78,74,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,81,93,93,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
0,57,54,52,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,72,73,73,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
2,67,90,89,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,63,62,58,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
2,54,69,60,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
1,56,74,70,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,37,53,51,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1,61,61,65,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False
4,63,67,52,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
2,62,57,56,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2,96,100,100,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
2,59,65,74,False,False,False,True,False,False,True,True,False,False,False,True,False,True,False
2,61,56,57,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
0,48,59,61,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
4,93,85,87,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
3,60,68,61,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
3,58,70,68,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False
2,89,95,93,False,False,False,False,False,True,True,False,True,False,False,False,True,False,True
3,43,39,40,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True
2,62,75,75,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
0,65,74,74,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
4,77,64,65,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True
2,39,44,43,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
3,41,53,52,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
1,55,62,57,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
1,66,78,62,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
2,43,58,64,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False
1,71,86,79,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2,71,82,79,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
1,77,77,77,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
0,82,75,69,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False
4,63,71,70,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
2,57,61,56,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
1,29,36,30,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3,79,73,68,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
2,67,62,54,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True
3,50,54,53,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,83,80,80,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True
1,69,61,55,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
2,82,90,86,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
1,70,89,92,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
1,54,64,59,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False
4,71,78,67,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True
2,98,95,93,False,False,False,False,False,True,True,False,False,True,False,False,False,True,False
2,31,35,38,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
2,50,60,55,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
2,61,61,57,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
3,49,58,54,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
2,73,69,80,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
1,49,71,67,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
1,86,89,83,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
2,66,68,71,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
2,67,64,60,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,93,91,89,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False
4,58,63,58,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
1,86,82,90,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
2,74,80,74,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
3,58,58,52,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
0,45,46,51,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
3,75,69,70,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1,53,62,70,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
2,55,66,63,True,False,True,False,False,False,True,True,False,False,False,True,False,False,True
4,81,86,82,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3,66,83,77,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
1,60,64,63,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
3,82,78,78,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
1,48,60,62,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True
3,80,75,81,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
0,71,87,78,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
3,74,75,77,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
2,53,53,48,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1,86,73,81,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
3,81,64,65,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
4,77,73,65,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
0,54,71,77,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False
1,80,83,93,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1,69,57,57,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,77,74,68,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True
2,77,94,92,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
4,77,74,79,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
2,78,68,69,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
3,27,39,34,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
2,78,84,84,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
3,53,48,46,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True
1,81,85,88,False,False,False,False,False,True,True,True,False,True,False,False,False,False,True
1,91,75,78,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3,65,75,60,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
2,71,75,68,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False
1,53,55,51,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
4,54,66,74,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
3,48,61,61,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1,69,57,58,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
1,86,76,71,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True
2,76,84,86,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
4,68,78,75,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
2,31,42,47,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True
4,70,72,79,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True
2,47,40,39,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True
1,81,92,90,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
1,56,54,63,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
2,63,59,54,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
2,60,48,43,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
2,54,74,64,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,72,82,80,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
1,80,81,74,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
4,77,72,67,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
2,66,57,61,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
2,77,75,75,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False
2,81,78,86,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
1,64,73,71,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
4,100,100,100,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
2,70,64,57,True,False,False,False,False,True,True,False,True,False,False,False,True,True,False
4,57,63,67,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
1,95,89,88,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False
2,68,66,59,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
3,73,81,78,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
0,59,85,77,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,57,60,60,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
3,65,67,59,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,71,59,59,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
2,72,83,84,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
0,62,62,57,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,59,47,47,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,61,67,68,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True
4,51,64,63,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False
3,51,68,63,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True
3,50,66,67,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
3,57,46,53,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
2,74,78,84,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
2,58,72,70,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1,56,49,41,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
