ParentEduc,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,Overall_Score,Grades,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_completed,TestPrep_none,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,TransportMeans_private,TransportMeans_school_bus
0,3,2,0,0,74,93,93,86.67,1,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,3,2,2,1,60,49,47,52.0,4,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True
3,2,2,0,0,53,71,74,66.0,3,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True
3,3,2,3,0,64,84,80,76.0,2,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True
2,1,2,4,0,64,59,58,60.33,3,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6,3,2,0,0,79,69,66,71.33,2,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
5,3,2,1,0,56,64,67,62.33,3,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True
3,3,1,3,2,55,55,44,51.33,4,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False
6,3,2,1,1,45,29,37,37.0,4,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
1,3,2,4,0,67,73,71,70.33,2,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
6,3,2,2,1,75,64,63,67.33,3,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True
1,2,2,4,1,76,78,74,76.0,2,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True
3,2,1,2,0,56,59,61,58.67,4,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
0,2,2,1,0,54,73,68,65.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
6,2,1,2,0,67,81,75,74.33,2,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,2,2,0,0,87,96,92,91.67,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
4,2,2,2,0,75,68,71,71.33,2,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False
2,1,1,2,2,56,68,62,62.0,3,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
5,0,2,4,2,82,71,67,73.33,2,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,3,2,0,0,64,67,66,65.67,3,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True
1,3,2,1,0,66,63,59,62.67,3,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,3,1,1,1,31,41,43,38.33,4,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
5,2,2,1,0,86,98,100,94.67,0,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,3,1,1,0,62,58,57,59.0,4,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,1,1,1,0,85,83,77,81.67,1,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
5,2,2,4,0,56,76,74,68.67,3,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
1,3,2,3,1,86,88,92,88.67,1,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
0,3,2,4,0,66,67,64,65.67,3,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
5,2,2,4,2,76,76,81,77.67,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
1,2,1,1,1,54,68,65,62.33,3,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
4,3,2,1,0,83,88,84,85.0,1,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
1,3,2,1,2,71,64,56,63.67,3,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,2,1,3,2,55,60,58,57.67,4,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
6,3,0,2,0,72,77,70,73.0,2,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True
1,3,2,3,0,84,78,78,80.0,1,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
3,2,2,5,1,70,84,73,75.67,2,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
4,3,2,1,0,25,44,51,40.0,4,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
6,3,1,1,1,67,76,75,72.67,2,True,False,False,True,False,False,True,True,False,True,False,False,False,False,True
1,2,1,2,2,83,77,77,79.0,2,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
5,2,0,3,1,43,56,55,51.33,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
3,2,2,4,0,77,83,85,81.67,1,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,3,2,0,2,85,84,83,84.0,1,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False
2,3,2,3,0,78,95,96,89.67,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
5,2,1,1,0,70,62,57,63.0,3,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
6,3,2,1,0,47,59,61,55.67,4,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True
6,2,1,2,2,66,72,64,67.33,3,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
3,3,1,1,0,53,43,47,47.67,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1,2,2,3,0,77,62,61,66.67,3,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False
6,3,2,0,2,74,65,57,65.33,3,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
6,3,2,2,1,63,74,73,70.0,2,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
4,2,2,3,1,86,96,95,92.33,0,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
1,3,2,2,0,76,64,58,66.0,3,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
1,3,2,3,1,56,51,49,52.0,4,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
5,3,0,4,0,42,38,33,37.67,4,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
5,2,2,1,2,48,51,56,51.67,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
5,2,2,3,0,60,61,64,61.67,3,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
5,2,2,2,0,73,73,71,72.33,2,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
2,3,2,2,0,57,56,54,55.67,4,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
1,3,1,1,0,88,86,88,87.33,1,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True
1,3,1,1,1,61,65,56,60.67,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
5,3,2,3,0,89,84,86,86.33,1,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
6,2,2,1,0,55,45,46,48.67,4,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
4,3,1,3,2,90,69,73,77.33,2,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,2,1,1,1,60,77,76,71.0,2,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
6,2,2,3,0,72,83,80,78.33,2,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
5,2,2,0,0,62,73,73,69.33,3,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,3,2,2,0,68,74,81,74.33,2,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True
3,2,1,2,0,49,46,44,46.33,4,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True
5,2,2,1,1,79,78,70,75.67,2,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False
3,2,1,1,1,49,50,46,48.33,4,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
2,2,1,2,0,67,56,58,60.33,3,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
4,1,2,3,1,67,89,86,80.67,1,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
5,1,1,1,0,68,85,79,77.33,2,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
6,2,2,3,0,69,83,86,79.33,2,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
6,2,1,2,2,67,57,53,59.0,4,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
1,3,0,1,0,80,78,68,75.33,2,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False
3,2,1,1,0,28,38,32,32.67,4,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
3,2,2,4,1,52,75,69,65.33,3,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
6,3,2,1,2,88,89,88,88.33,1,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True
4,3,2,0,1,58,71,69,66.0,3,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
3,2,2,2,2,54,59,65,59.33,4,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
1,3,2,1,1,77,81,82,80.0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
0,3,2,0,2,59,57,48,54.67,4,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1,3,2,1,0,57,49,50,52.0,4,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False
2,3,2,1,1,54,43,41,46.0,4,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False
1,2,2,1,0,75,68,62,68.33,3,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
6,1,2,4,0,74,87,75,78.67,2,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False
2,3,1,2,0,69,77,74,73.33,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
3,2,0,2,0,72,95,94,87.0,1,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False
5,3,2,4,1,84,85,82,83.67,1,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
5,3,2,3,0,43,35,37,38.33,4,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True
3,1,2,2,3,69,77,78,74.67,2,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
3,3,2,5,1,48,50,48,48.67,4,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True
2,2,2,4,0,79,99,100,92.67,0,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True
2,3,1,1,2,56,54,66,58.67,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False
3,3,2,0,1,65,69,67,67.0,3,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
5,2,2,1,1,65,70,72,69.0,3,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
1,2,1,2,0,60,66,72,66.0,3,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True
1,2,1,1,0,84,96,90,90.0,0,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False
5,3,2,0,1,54,55,61,56.67,4,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
6,2,2,4,0,71,84,87,80.67,1,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
4,1,2,1,2,73,84,86,81.0,1,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,1,0,3,1,79,81,83,81.0,1,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True
6,1,2,2,0,71,86,76,77.67,2,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False
3,3,2,2,0,92,100,93,95.0,0,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False
3,3,1,1,1,61,55,45,53.67,4,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False
6,2,2,3,1,64,69,68,67.0,3,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
3,1,2,0,2,57,68,71,65.33,3,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True
5,2,1,1,0,55,68,64,62.33,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False
2,3,2,4,2,62,52,53,55.67,4,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
6,3,2,2,1,91,78,80,83.0,1,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
3,2,1,2,0,82,78,67,75.67,2,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
5,2,2,0,1,77,77,81,78.33,2,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False
0,2,1,1,1,59,53,53,55.0,4,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,0,2,2,3,84,92,88,88.0,1,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False
2,1,2,2,1,58,55,49,54.0,4,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
5,3,2,1,2,92,97,94,94.33,0,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,2,2,1,2,41,50,56,49.0,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3,1,3,2,65,51,51,55.67,4,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
6,3,2,2,2,45,42,46,44.33,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,3,1,2,0,66,78,79,74.33,2,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False
1,2,2,2,0,79,82,85,82.0,1,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
6,3,2,1,2,31,49,44,41.33,4,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
3,2,2,4,0,92,95,96,94.33,0,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False
3,3,2,1,1,45,51,58,51.33,4,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
0,3,2,1,0,74,60,62,65.33,3,True,False,False,False,False,False,True,False,True,True,False,False,False,True,False
5,2,1,1,0,98,88,84,90.0,0,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False
5,3,2,2,2,55,52,47,51.33,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
1,1,2,3,0,81,84,87,84.0,1,False,False,False,False,False,True,True,True,False,True,False,False,False,True,False
3,3,1,3,0,83,93,94,90.0,0,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
6,3,2,2,0,49,46,50,48.33,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
1,2,2,3,0,69,64,60,64.33,3,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
5,2,0,0,1,43,50,58,50.33,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True
5,2,1,3,0,71,66,72,69.67,3,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True
3,2,1,2,0,73,78,79,76.67,2,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
0,3,2,0,0,64,59,54,59.0,4,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True
5,2,2,2,3,87,90,90,89.0,1,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
4,1,2,1,0,54,61,57,57.33,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1,3,2,2,0,82,89,93,88.0,1,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5,3,1,2,1,97,93,85,91.67,0,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
3,3,2,2,1,85,91,88,88.0,1,False,False,False,False,True,False,True,True,False,False,False,True,False,False,True
5,3,2,1,1,81,85,84,83.33,1,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6,2,2,2,0,39,52,50,47.0,4,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
5,3,1,3,3,76,71,74,73.67,2,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
5,3,2,0,1,54,69,61,61.33,3,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
6,3,1,4,0,44,59,52,51.67,4,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
3,3,2,0,0,74,67,73,71.33,2,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2,2,1,3,0,74,70,69,71.0,2,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
3,2,2,0,0,41,49,59,49.67,4,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
5,2,1,2,1,68,60,57,61.67,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False
2,1,1,3,0,61,71,65,65.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,3,1,1,1,44,63,54,53.67,4,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
5,3,2,0,0,60,54,56,56.67,4,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True
1,2,1,2,0,26,53,52,43.67,4,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
5,3,2,3,1,44,44,35,41.0,4,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False
1,2,2,3,0,67,69,61,65.67,3,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
6,3,1,1,1,72,68,64,68.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
0,3,1,2,0,62,54,45,53.67,4,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
0,2,1,2,2,74,54,52,60.0,3,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
3,2,2,1,1,67,76,76,73.0,2,False,False,False,False,False,False,True,True,False,False,True,False,False,False,True
5,3,1,2,0,54,59,62,58.33,4,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
4,3,2,2,1,66,63,54,61.0,3,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
3,3,2,4,0,54,80,82,72.0,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5,1,2,5,1,79,69,66,71.33,2,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
5,2,2,4,0,75,71,64,70.0,2,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False
4,3,2,2,0,81,96,100,92.33,0,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False
0,3,2,2,1,64,69,71,68.0,3,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
2,3,2,2,0,87,78,80,81.67,1,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False
5,3,2,4,2,72,69,74,71.67,2,False,False,False,True,False,False,True,True,False,True,False,False,False,False,True
1,3,2,2,3,85,87,89,87.0,1,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True
5,2,1,4,0,74,72,76,74.0,2,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
1,0,2,4,0,70,61,63,64.67,3,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False
1,2,2,2,2,79,69,74,74.0,2,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False
6,1,1,2,0,54,59,62,58.33,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,3,2,1,1,64,71,68,67.67,3,True,False,False,False,True,False,True,True,False,True,False,False,False,True,False
6,1,1,2,1,25,43,44,37.33,4,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
4,3,2,4,2,56,46,47,49.67,4,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
5,3,2,1,0,70,84,78,77.33,2,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
6,1,2,2,0,29,34,26,29.67,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
3,2,2,1,0,40,44,45,43.0,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
6,3,1,4,1,49,48,54,50.33,4,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
5,3,2,4,0,68,64,63,65.0,3,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
6,3,1,2,0,61,75,71,69.0,3,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False
1,3,1,6,2,85,73,69,75.67,2,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
1,3,2,3,2,78,84,85,82.33,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3,3,2,0,1,53,67,65,61.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
2,3,2,2,1,79,76,70,75.0,2,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
0,3,2,2,2,100,91,91,94.0,0,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
3,0,2,1,0,52,46,42,46.67,4,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False
5,2,2,0,0,80,69,66,71.67,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False
2,3,0,0,1,33,48,41,40.67,4,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False
2,3,2,3,3,49,57,60,55.33,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
6,2,1,2,0,51,56,53,53.33,4,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True
5,2,2,2,1,76,64,59,66.33,3,True,False,False,False,False,True,True,False,True,True,False,False,False,False,True
6,2,2,4,0,86,79,74,79.67,2,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0,2,1,2,1,45,53,56,51.33,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False
3,3,2,4,1,64,58,60,60.67,3,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False
5,3,2,1,0,62,56,57,58.33,4,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,1,2,3,1,86,97,95,92.67,0,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True
5,3,2,2,0,75,72,81,76.0,2,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
0,2,2,0,0,97,96,100,97.67,0,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False
5,3,1,1,1,78,80,78,78.67,2,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False
3,2,2,1,0,65,71,75,70.33,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
6,2,2,4,2,62,75,64,67.0,3,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False
5,3,2,2,0,58,71,64,64.33,3,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
1,1,1,5,2,65,79,76,73.33,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3,1,1,0,63,65,63,63.67,3,True,True,False,False,False,False,False,False,True,False,True,False,False,True,False
6,3,2,3,1,81,78,76,78.33,2,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
3,3,2,1,0,50,59,66,58.33,4,False,False,False,False,True,False,True,True,False,True,False,False,False,False,True
3,3,2,4,0,51,57,65,57.67,4,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
1,3,1,1,0,89,89,96,91.33,0,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
3,2,1,4,1,46,36,37,39.67,4,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
6,3,2,2,2,78,75,68,73.67,2,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3,2,1,2,0,84,89,87,86.67,1,False,False,False,False,False,True,True,True,False,False,True,False,False,True,False
2,1,2,2,0,93,88,86,89.0,1,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
5,2,2,3,2,68,78,66,70.67,2,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True
2,3,0,1,1,89,98,98,95.0,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
2,3,2,2,1,70,79,83,77.33,2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
2,2,1,2,0,86,78,73,79.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
6,3,1,1,1,59,48,49,52.0,4,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
3,2,2,3,1,74,80,85,79.67,2,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False
5,3,2,3,0,41,49,42,44.0,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
3,2,2,1,1,65,69,69,67.67,3,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
6,2,2,3,2,64,75,71,70.0,2,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
6,2,2,3,2,74,69,66,69.67,3,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,1,2,2,1,44,45,47,45.33,4,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
6,3,2,0,2,75,68,74,72.33,2,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
2,3,2,3,1,61,62,57,60.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,2,2,0,65,75,70,70.0,2,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
2,3,1,2,0,73,66,67,68.67,3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
6,3,2,4,2,82,85,89,85.33,1,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False
6,3,2,0,1,66,75,71,70.67,2,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True
5,3,2,3,2,62,60,61,61.0,3,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True
6,3,2,4,2,90,90,86,88.67,1,False,False,False,True,False,False,True,False,True,True,False,False,False,False,True
2,3,1,3,1,69,62,62,64.33,3,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
1,2,2,3,0,70,80,84,78.0,2,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True
2,3,2,2,1,58,67,77,67.33,3,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
6,3,2,1,0,79,82,75,78.67,2,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True
6,3,1,2,0,52,71,63,62.0,3,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False
6,1,2,2,0,68,65,63,65.33,3,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
2,3,1,2,0,58,66,71,65.0,3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
0,2,1,1,0,85,91,97,91.0,0,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False
1,2,2,1,0,54,64,67,61.67,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,2,1,2,31,46,42,39.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
5,3,2,1,2,57,69,68,64.67,3,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True
4,3,1,2,0,100,100,100,100.0,0,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
5,3,1,3,0,21,34,24,26.33,4,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False
4,1,0,5,0,80,85,83,82.67,1,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False
5,2,2,2,1,62,73,73,69.33,3,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,3,0,2,0,58,68,66,64.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,3,2,1,0,60,57,56,57.67,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
1,3,2,0,2,79,85,81,81.67,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
3,3,1,3,0,63,60,46,56.33,4,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True
5,2,1,3,0,95,86,89,90.0,0,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True
3,2,2,2,1,49,62,56,55.67,4,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
3,2,2,0,2,80,71,72,74.33,2,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3,3,2,0,0,46,44,36,42.0,4,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True
5,3,2,1,0,67,80,84,77.0,2,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True
4,3,1,3,1,82,83,83,82.67,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True
5,2,1,3,0,71,63,62,65.33,3,True,False,False,True,False,False,True,True,False,False,False,False,False,False,True
3,2,2,0,1,73,64,67,68.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
3,1,2,2,0,51,46,41,46.0,4,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
4,3,2,0,0,53,72,83,69.33,3,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
6,3,1,3,0,64,63,62,63.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False
